2016-05-01 17:02:10,151.0,4.0,0.0,java
2016-05-01 17:03:13,169.0,4.0,0.0,java
2016-05-01 17:04:01,158.0,4.0,0.0,java
2016-05-01 17:05:00,158.0,4.0,0.0,java
2016-05-01 17:05:00,158.0,4.0,0.0,java
2016-05-01 17:06:00,130.0,4.0,0.0,java
2016-05-01 17:07:00,136.0,4.0,0.0,java
2016-05-01 17:08:00,154.0,4.0,0.0,java
2016-05-01 17:09:00,407.0,4.0,0.0,java
2016-05-01 17:10:00,403.0,6.0,0.0,java
2016-05-01 17:11:00,369.0,4.0,0.0,java
2016-05-01 17:12:00,157.0,4.0,0.0,java
2016-05-01 17:13:00,136.0,4.0,0.0,java
2016-05-01 17:14:00,233.0,4.0,0.0,java
2016-05-01 17:15:00,148.0,4.0,0.0,java
2016-05-01 17:16:00,132.0,4.0,0.0,java
2016-05-01 17:17:00,163.0,4.0,0.0,java
2016-05-01 17:18:00,128.0,4.0,0.0,java
2016-05-01 17:19:00,223.0,4.0,0.0,java
2016-05-01 17:20:00,137.0,4.0,0.0,java
2016-05-01 17:21:00,152.0,4.0,0.0,java
2016-05-01 17:23:53,113.0,4.0,0.0,java
